=======================================================================================
AI DATA FILE - Xi'Chung AI Speech - Captain Kwok's Balance Mod v125+
=======================================================================================

Replacement Symbols used:
[%OurEmperorTitle%]       - Our Emperor's Title
Response Enemy YES Join Alliance 4                                      := [%AllianceName%] will have our allegiance. 
Response Enemy YES Join Alliance 5                                      := We will immediately join [%AllianceName%]. 
Response Enemy NO Join Alliance 1                                       := We cannot join [%AllianceName%] at this time. 
Response Enemy NO Join Alliance 2                                       := [%AllianceName%] is not worthy of our allegiance. 
Response Enemy NO Join Alliance 3                                       := We will never join [%AllianceName%]. 
Response Enemy NO Join Alliance 4                                       := [%AllianceName%] does not need us. 
Response Enemy NO Join Alliance 5                                       := [%AllianceName%] will not count us as a member. 
Response Enemy YES Stop Espionage Against Us 1                          := We will cease, for now.
Response Enemy YES Stop Espionage Against Us 2                          := We have what we need.
Response Enemy YES Stop Espionage Against Us 3                          := You were lucky to have discovered our operatives at all, [%TargetEmperorTitle%] [%TargetEmperorName%]. The remaining ones will be recalled.
Response Enemy YES Stop Espionage Against Us 4                          := It will never happen again, we promise.
Response Enemy YES Stop Espionage Against Us 5                          := As you wish, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Stop Espionage Against Us 1                           := Never! We will know all of your secrets.
Response Enemy NO Stop Espionage Against Us 2                           := Do you think us fools, [%TargetEmperorTitle%] [%TargetEmperorName%]? We know of your super-weapon and will have its secret ourselves!
Response Enemy NO Stop Espionage Against Us 3                           := And what are you going to do about it, [%TargetEmperorTitle%] [%TargetEmperorName%]? Your military is a third-rate power.
Response Enemy NO Stop Espionage Against Us 4                           := We do not fear you, we do not fear anyone!
Response Enemy NO Stop Espionage Against Us 5                           := You cannot stop us, we are everywhere.
Response Enemy YES Stop Espionage Against Empire 1                      := We shall halt our espionage against the [%OtherEmpireName%].
Response Enemy YES Stop Espionage Against Empire 2                      := [%OtherEmpireName%] shall incur no further attacks from us. 
Response Enemy YES Stop Espionage Against Empire 3                      := Only because you ask us [%OtherEmperorTitle%] [%OtherEmperorName%], we shall cease our espionage against the [%OtherEmpireName%].
Response Enemy YES Stop Espionage Against Empire 4                      := Our covert actions against the [%OtherEmpireName%] shall be suspended for a time. 
Response Enemy YES Stop Espionage Against Empire 5                      := We only wish to know more about the [%OtherEmpireName%]. But we will stop our investigation for now. 
Response Enemy NO Stop Espionage Against Empire 1                       := We must know all of the secret designs of the [%OtherEmpireName%]. Our espionage shall continue. 
Response Enemy NO Stop Espionage Against Empire 2                       := The [%OtherEmpireName%] plot war against us, and we shall know all of their plans. 
Response Enemy NO Stop Espionage Against Empire 3                       := We will not cease our espionage against the [%OtherEmpireName%]. 
Response Enemy NO Stop Espionage Against Empire 4                       := You cannot ask us to live near the [%OtherEmpireName%] and not know all we can. 
Response Enemy NO Stop Espionage Against Empire 5                       := Never. Our espionage will continue against the [%OtherEmpireName%] until we are satisfied. 
Response Enemy YES Stop Sabotage Against Us 1                           := Our spies are returning home even now.
Response Enemy YES Stop Sabotage Against Us 2                           := This sabotage will be ceased.
Response Enemy YES Stop Sabotage Against Us 3                           := As you wish, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Stop Sabotage Against Us 4                           := It was not us! Look to your allies for such treachery, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Stop Sabotage Against Us 5                           := Your accusations are baseless. We had nothing to do with such devious acts.
Response Enemy NO Stop Sabotage Against Us 1                            := Never! Your empire will crumble from within.
Response Enemy NO Stop Sabotage Against Us 2                            := Are you threatening us, [%TargetEmperorTitle%] [%TargetEmperorName%]?
Response Enemy NO Stop Sabotage Against Us 3                            := We know of your imminent attack on us, [%TargetEmperorTitle%] [%TargetEmperorName%]. We will stop you!
Response Enemy NO Stop Sabotage Against Us 4                            := The [%TargetEmpireName%] are not known for their intelligence. I'm surprised you caught us.
Response Enemy NO Stop Sabotage Against Us 5                            := We will stop when there is a treaty between us.
Response Enemy YES Stop Sabotage Against Empire 1                       := We shall stop our sabotage against the acursed [%OtherEmpireName%]. 
Response Enemy YES Stop Sabotage Against Empire 2                       := We will suspend intelligence operations against the [%OtherEmpireName%] for the time being. 
Response Enemy YES Stop Sabotage Against Empire 3                       := Though it goes against our better judgement, we shall cease our sabotage against the [%OtherEmpireName%] for now. 
Response Enemy YES Stop Sabotage Against Empire 4                       := Only because you ask it of us, [%TargetEmperorTitle%] [%TargetEmperorName%], we shall stop further sabotage against the [%OtherEmpireName%].
Response Enemy YES Stop Sabotage Against Empire 5                       := Revenge is our right. But in deference to you [%TargetEmperorTitle%] [%TargetEmperorName%], we will hold back on future intelligence retribution.
Response Enemy NO Stop Sabotage Against Empire 1                        := Sabotage against the acursed [%OtherEmpireName%] is our right and shall never cease. 
Response Enemy NO Stop Sabotage Against Empire 2                        := We shall not stop our sabotage against the [%OtherEmpireName%] until all of their cities burn!
Response Enemy NO Stop Sabotage Against Empire 3                        := Do not side with the [%OtherEmpireName%], they deserve the sabotage we wreak against them. 
Response Enemy NO Stop Sabotage Against Empire 4                        := Do not stand in the way of our vengeance [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy NO Stop Sabotage Against Empire 5                        := Sabotage against the [%OtherEmpireName%] is to continue despite your protestations, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Stop Ship Attacks In System 1                        := We are leaving the [%SystemName%] system.
Response Enemy YES Stop Ship Attacks In System 2                        := Our forces withdraw even now from the [%SystemName%] system.
Response Enemy YES Stop Ship Attacks In System 3                        := You are asking a lot of us, [%TargetEmperorTitle%] [%TargetEmperorName%]. We shall comply.
Response Enemy YES Stop Ship Attacks In System 4                        := Our work is done in the [%SystemName%] system, we shall leave.
Response Enemy YES Stop Ship Attacks In System 5                        := We will withdraw from the [%SystemName%] system for now, but we will return again one day.
Response Enemy NO Stop Ship Attacks In System 1                         := The [%SystemName%] system is our training ground.
Response Enemy NO Stop Ship Attacks In System 2                         := The [%SystemName%] system must be cleansed of all traitors!
Response Enemy NO Stop Ship Attacks In System 3                         := You have no legitimate claim to the [%SystemName%] system, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Stop Ship Attacks In System 4                         := We will withdraw when we are the only living being left in the [%SystemName%] system.
Response Enemy NO Stop Ship Attacks In System 5                         := Don't bother us with your petty demands, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Request Military Assistance 1                        := We shall attempt to aid you as best we can [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Request Military Assistance 2                        := Our military is preparing to move to your support, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy YES Request Military Assistance 3                        := Our military assistance is on the way, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Request Military Assistance 4                        := Do not worry, [%TargetEmperorTitle%] [%TargetEmperorName%]. Our military will join with yours in glorious battle!
Response Enemy YES Request Military Assistance 5                        := An entire battle group is moving to assist you, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy NO Request Military Assistance 1                         := We cannot support you at this time, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy NO Request Military Assistance 2                         := Only our staunchest allies can ask this of us, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Request Military Assistance 3                         := Our military advisers say that your position is hopeless [%TargetEmperorTitle%] [%TargetEmperorName%]. Don't drag anyone else into your death. 
Response Enemy NO Request Military Assistance 4                         := We would never assist a race as vile as yours, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy NO Request Military Assistance 5                         := We remember your recent attacks on us [%TargetEmperorTitle%] [%TargetEmperorName%]. We wish your enemies the best of luck. 
Response Enemy YES Request Military Assistance Against Empire 1         := We will help you against the [%OtherEmpireName%].
Response Enemy YES Request Military Assistance Against Empire 2         := Our ships will aide you [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Request Military Assistance Against Empire 3         := We can support your campaign in a limited capacity, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Request Military Assistance Against Empire 4         := We fear that you are making a terrible decision, [%TargetEmperorTitle%] [%TargetEmperorName%], but we will support you.
Response Enemy YES Request Military Assistance Against Empire 5         := We are sending forces to our border with the [%OtherEmpireName%].
Response Enemy NO Request Military Assistance Against Empire 1          := Only an ally can ask this of us.
Response Enemy NO Request Military Assistance Against Empire 2          := We will not support your vicious campaign against the honorable [%OtherEmpireName%].
Response Enemy NO Request Military Assistance Against Empire 3          := Your war is a pointless one, [%TargetEmperorTitle%] [%TargetEmperorName%]. We will not support you.
Response Enemy NO Request Military Assistance Against Empire 4          := We've been down this road before. We will not get sucked into your little war.
Response Enemy NO Request Military Assistance Against Empire 5          := The [%OtherEmpireName%] are stronger than you. You cannot win.
Response Enemy YES Request Military Assistance In System 1              := The [%SystemName%] system was next on our list.
Response Enemy YES Request Military Assistance In System 2              := We shall wipe the enemy forces from the face of the [%SystemName%] system, utterly.
Response Enemy YES Request Military Assistance In System 3              := We shall burn the [%SystemName%] system clean of all enemies.
Response Enemy YES Request Military Assistance In System 4              := We will support this attack, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Request Military Assistance In System 5              := The enemy targets in the [%SystemName%] system will never know what hit them.
Response Enemy NO Request Military Assistance In System 1               := Let our enemies have such an unimportant system.
Response Enemy NO Request Military Assistance In System 2               := Only our allies can ask this of us, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Request Military Assistance In System 3               := The [%SystemName%] system is too well defended. We will not risk such an attack.
Response Enemy NO Request Military Assistance In System 4               := We will not support such a reckless endeavor, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Request Military Assistance In System 5               := The [%SystemName%] system does not need our help.
Response Enemy YES Request Economic Assistance 1                        := We will send you what economic help we can, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Request Economic Assistance 2                        := We will gather what extra resources we can and send them your way, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy YES Request Economic Assistance 3                        := Though we are having shortages throughout our empire, we will send you what aide we can, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy YES Request Economic Assistance 4                        := We will do all that we can to aide you in your time of need, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy YES Request Economic Assistance 5                        := The [%OurEmpireName%] will do all that we can to economically assist the [%TargetEmpireName%].
Response Enemy NO Request Economic Assistance 1                         := We cannot send you economic aide at this time, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Request Economic Assistance 2                         := Due to recent setbacks, we have no funds to spare at this time [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy NO Request Economic Assistance 3                         := We would never help the [%TargetEmpireName%] in any way. 
Response Enemy NO Request Economic Assistance 4                         := As you could not spare us help recently, [%TargetEmperorTitle%] [%TargetEmperorName%], we cannot help you either. 
Response Enemy NO Request Economic Assistance 5                         := Our coffers are empty from our endless wars. We have no resources to send you at this time. 
Response Enemy YES Request Technological Assistance 1                   := We would be happy to help the [%TargetEmpireName%] in reaching our level of technical sophistication. 
Response Enemy YES Request Technological Assistance 2                   := As you are in such dire need, we will send technicians to help you bring your industry up to modern levels. 
Response Enemy YES Request Technological Assistance 3                   := You have neglected your infrastructure for too long [%TargetEmperorTitle%] [%TargetEmperorName%]. We will help you in what modest ways we can. 
Response Enemy YES Request Technological Assistance 4                   := Though our most recent advances are closely guarded secrets, we will give you some of our older technology, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy YES Request Technological Assistance 5                   := We will assist your engineers in any way we can, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Request Technological Assistance 1                    := It is our stated policy that we do not share technology with tyrants. 
Response Enemy NO Request Technological Assistance 2                    := We cannot trust you, [%TargetEmperorTitle%] [%TargetEmperorName%], to never use our technology against us. 
Response Enemy NO Request Technological Assistance 3                    := We are no better off than you [%TargetEmperorTitle%] [%TargetEmperorName%]. We have no assistance to give. 
Response Enemy NO Request Technological Assistance 4                    := We only assist our allies. 
Response Enemy NO Request Technological Assistance 5                    := Our technology is as vital to us as yours is to you, [%TargetEmperorTitle%] [%TargetEmperorName%]. We will not share it. 
Response Enemy YES Request Intelligence Assistance 1                    := The [%OurEmpireName%] will attempt to assist the [%TargetEmpireName%] in its intelligence operations. 
Response Enemy YES Request Intelligence Assistance 2                    := We will send some of our operatives to assist you [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy YES Request Intelligence Assistance 3                    := We shall look into who is commiting these intelligence attacks against you, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy YES Request Intelligence Assistance 4                    := Our intelligence operatives will help you, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy YES Request Intelligence Assistance 5                    := Trust us when we say that our intelligence actions will help you eventually. 
Response Enemy NO Request Intelligence Assistance 1                     := We would never meddle in your internal affairs, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy NO Request Intelligence Assistance 2                     := You have angered many in the galaxy, [%TargetEmperorTitle%] [%TargetEmperorName%]. They will attack you any way they can, and we will not stop them. 
Response Enemy NO Request Intelligence Assistance 3                     := We would never help one such as you [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy NO Request Intelligence Assistance 4                     := We will not stand with you against the fury of the others, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy NO Request Intelligence Assistance 5                     := Intelligence assistance is something we cannot provide, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy YES Request Intelligence Assistance Against Empire 1     := The [%OtherEmpireName%] has gone too far. We will indeed assist you against them [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Request Intelligence Assistance Against Empire 2     := The [%OtherEmpireName%] will fall before our combined intelligence might.
Response Enemy YES Request Intelligence Assistance Against Empire 3     := The scheming attacks by the [%OtherEmpireName%] are a blight on all civilization. We will help you eradicate them [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy YES Request Intelligence Assistance Against Empire 4     := We have set in motion our operatives to attack the [%OtherEmpireName%].
Response Enemy YES Request Intelligence Assistance Against Empire 5     := We will indeed assist you against the onslaught of the [%OtherEmpireName%]. 
Response Enemy NO Request Intelligence Assistance Against Empire 1      := The [%OtherEmpireName%] are more a friend to us than you. We will not help you against them.
Response Enemy NO Request Intelligence Assistance Against Empire 2      := We will not be dragged into your petty squables, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Request Intelligence Assistance Against Empire 3      := We would not turn our backs on the [%OtherEmpireName%] and side with you!
Response Enemy NO Request Intelligence Assistance Against Empire 4      := You have only brought this on yourself, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Request Intelligence Assistance Against Empire 5      := We cannot stand in the way of righteous vengeance by the [%OtherEmpireName%]. 
Response Enemy YES Stop Border Incursions 1                             := We were unaware what a rogue general has been up to. We have put a stop to his uncondoned attacks.
Response Enemy YES Stop Border Incursions 2                             := You need not worry anymore, [%TargetEmperorTitle%] [%TargetEmperorName%]. We have no further interest in that territory.
Response Enemy YES Stop Border Incursions 3                             := Consider the border incursions stopped, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Stop Border Incursions 4                             := We shall respect your claims to this territory, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Stop Border Incursions 5                             := Consider this a mistake that we shall not repeat, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Stop Border Incursions 1                              := This territory was stolen from us eons ago, [%TargetEmperorTitle%] [%TargetEmperorName%]. We shall have it back. 
Response Enemy NO Stop Border Incursions 2                              := You have no claim to that region of space, [%TargetEmperorTitle%] [%TargetEmperorName%]. It shall be ours. 
Response Enemy NO Stop Border Incursions 3                              := You encroach upon our territory, [%TargetEmperorTitle%] [%TargetEmperorName%]. This will not be tolerated. 
Response Enemy NO Stop Border Incursions 4                              := We claim these systems in the name of the [%OurEmpireName%].
Response Enemy NO Stop Border Incursions 5                              := Do not stand in our way, or you too shall become a conquest, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy YES Stop Military Attacks On Us 1                        := We shall desist in any further attacks against the [%TargetEmpireName%].
Response Enemy YES Stop Military Attacks On Us 2                        := We were caught up in our recent bloodlust. It has passed, and so too shall our attacks against you. 
Response Enemy YES Stop Military Attacks On Us 3                        := Forgive this transgression [%TargetEmperorTitle%] [%TargetEmperorName%]. It shall not happen again. 
Response Enemy YES Stop Military Attacks On Us 4                        := If there is a peace offering forthcoming, then we will consider a halt to our recent military advances. 
Response Enemy YES Stop Military Attacks On Us 5                        := Your request is a sincere one, [%TargetEmperorTitle%] [%TargetEmperorName%]. We shall honor it. 
Response Enemy NO Stop Military Attacks On Us 1                         := You are in no position to request anything, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Stop Military Attacks On Us 2                         := You ask us to stop and yet you bare no tributes? Your pleas fall on deaf ears, [%TargetEmperorTitle%] [%TargetEmperorName%]. 
Response Enemy NO Stop Military Attacks On Us 3                         := We shall never stop until what was ours is ours again, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Stop Military Attacks On Us 4                         := The [%TargetEmpireName%] occupies territory that it has no right to. The claim of the [%OurEmpireName%] is ancient and incontrovertible. 
Response Enemy NO Stop Military Attacks On Us 5                         := Beg for your life and that of your people, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Stop Military Attacks Against Empire 1               := We will suspend our attacks on the [%OtherEmpireName%].
Response Enemy YES Stop Military Attacks Against Empire 2               := For now, there will be a time of regrouping.
Response Enemy YES Stop Military Attacks Against Empire 3               := The [%OtherEmpireName%] don't deserve such charity, but we will hold back, for now.
Response Enemy YES Stop Military Attacks Against Empire 4               := We will halt our advance for a time, but not for long, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Stop Military Attacks Against Empire 5               := You ask a lot [%TargetEmperorTitle%] [%TargetEmperorName%], but we will comply.
Response Enemy NO Stop Military Attacks Against Empire 1                := The [%OtherEmpireName%] started it. Let them stop it.
Response Enemy NO Stop Military Attacks Against Empire 2                := The [%OtherEmpireName%] shall pay for their crimes. You will have to stand against us to stop us.
Response Enemy NO Stop Military Attacks Against Empire 3                := Do not involve yourself in this matter, [%TargetEmperorTitle%] [%TargetEmperorName%]. Your people will only get hurt in the process.
Response Enemy NO Stop Military Attacks Against Empire 4                := We listen only to our allies, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Stop Military Attacks Against Empire 5                := The [%OtherEmpireName%] are to be exterminated, there shall be no less.
Response Enemy YES Remove Ships From System 1                           := We will comply, for now.
Response Enemy YES Remove Ships From System 2                           := Our ships do as we decide, and at this time we have decided to move them from the [%SystemName%] system.
Response Enemy YES Remove Ships From System 3                           := It is done, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Remove Ships From System 4                           := Our ships have been given new orders, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy YES Remove Ships From System 5                           := The [%SystemName%] system is yours.
Response Enemy NO Remove Ships From System 1                            := We will fight to the death for the [%SystemName%] system.
Response Enemy NO Remove Ships From System 2                            := You can never ask us to leave our sacred lands!
Response Enemy NO Remove Ships From System 3                            := The [%SystemName%] system is ours, and always shall be.
Response Enemy NO Remove Ships From System 4                            := Think again, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Remove Ships From System 5                            := You don't have the forces to make us leave the [%SystemName%] system.
Response Enemy YES Remove Colonies From System 1                        := Our colonies will be removed from the [%SystemName%] system.
Response Enemy YES Remove Colonies From System 2                        := Our transports are on their way to the [%SystemName%] system.
Response Enemy YES Remove Colonies From System 3                        := The [%SystemName%] system is yours.
Response Enemy YES Remove Colonies From System 4                        := It will take some time, but we shall move our populations to a more hospitable location.
Response Enemy YES Remove Colonies From System 5                        := As you command, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Remove Colonies From System 1                         := Our colonies will stay where they are in the [%SystemName%] system.
Response Enemy NO Remove Colonies From System 2                         := You will have to remove our colonies by force, [%TargetEmperorTitle%] [%TargetEmperorName%].
Response Enemy NO Remove Colonies From System 3                         := Only an ally can make demands of us.
Response Enemy NO Remove Colonies From System 4                         := We will fight to the end for the [%SystemName%] system.
Response Enemy NO Remove Colonies From System 5                         := You have no legitimate claim to the [%SystemName%] system.
Mega Evil Declaration 1                                                 := Your vile race has spread beyond any natural limits. We shall destroy you before you consume us.
Mega Evil Declaration 2                                                 := We can no longer let the [%TargetEmpireName%] take over every planet in sight. You must be stopped.
Mega Evil Declaration 3                                                 := Your civilization has become a threat to the rest of the galaxy. We cannot allow you to continue.
Mega Evil Declaration 4                                                 := The rampant expansion of the [%TargetEmpireName%] cannot go unchecked. You endanger the other sentient races.
Mega Evil Declaration 5                                                 := The [%OurEmpireName%] cannot allow you, [%TargetEmperorTitle%] [%TargetEmperorName%], to threaten us with your massive empire. Your very size makes you an intolerable threat.
Special Message Trade                                                   := Consider closely the trade element in the proposal.
Special Message Share Research                                          := Combining our research capacity will keep both our races ahead.
Special Message Allow Colonization                                      := The most important treaty element here is the to open up colonization opportunities across the quadrant.
Special Message Migration                                               := The free movement of citizens between our races will be beneficial.
Special Message Mutual Defense                                          := Do not take the mutual defense requirement lightly.
Special Message Non-Aggression                                          := We see no more reason for continued hostilities.
Special Message Get Tribute                                             := The key element to consider is the resource provision we expect from you.
Special Message Give Tribute                                            := Please see that we have offered additional resources to complete this deal.
Special Message Treaty Reject Concessions                               := There is not enough value in this proposal for us.
Special Message Treaty Reject Anger                                     := Too angry!
Special Message Treaty Reject Too Soon                                  := We're not ready to move forward with another change so quickly.

=======================================================================================
*END*
=======================================================================================
